,categories,city,days,description,description_2,email,end_time,end_time_0,end_time_1,end_time_2,end_time_3,end_time_4,end_time_5,end_time_6,fax,id,lat,lng,logo_id,marker_id,path,phone,postal_code,start_time,start_time_0,start_time_1,start_time_2,start_time_3,start_time_4,start_time_5,start_time_6,state,store_id,street,time_per_day,title,website
11,64,Manhattan,,Youma Nafo,Mon: 9:00AM-5:00PM|-      -|Tue: 9:00AM-5:00PM|-      -|Wed: 9:00AM-5:00PM|-      -|Thu: 9:00AM-5:00PM|-      -|Fri: 9:00AM-5:00PM,,,,,,,,,,,203,40.8132159,-73.95434,27,44,58ab4127e452b_pantry_logo2.png,212-222-3882 ext. 2172,10027,,,,,,,,,NY,,429 west 127th street,0,African Services Committee,
12,64,Ridgewood,,Ms. Ilsa Lopez,Sat: 12:00PM-2:00PM,,,,,,,,,,,319,40.6976489,-73.899608,27,44,58ab4127e452b_pantry_logo2.png,917-604-4812,11385,,,,,,,,,NY,,59-02 Summerfield Street,0,Agape Christian Center,
13,65,Ridgewood,,Ilsa Lopez,Sat: 12:00PM-2:00PM,,,,,,,,,,,662,40.6976489,-73.899608,28,44,58ab42aa3f633_kitchen.png,917-604-4812,11385,,,,,,,,,NY,,59-02 Summerfield Street,0,Agape Christian Center,
14,64,Brooklyn,,Gwendolyn Hargett,Tue: 10:30AM-2:00PM|-      -|Thu: 10:30AM-2:00PM,,,,,,,,,,,159,40.681291,-73.946363,27,44,58ab4127e452b_pantry_logo2.png,347-294-0671,11216,,,,,,,,,NY,,956 Marcy Avenue,0,Agape Social Services Beulah Church,
15,64,Brooklyn,,Silia Elmann,Mon: 8:00PM-10:00PM,,,,,,,,,,,399,40.607508,-73.962768,27,44,58ab4127e452b_pantry_logo2.png, 646- 229-1126,11223,,,,,,,,,NY,,1002 Quentin Rd,0,Aishel Shabbat,
16,67,Brooklyn,,Silia Elmann,Mon: 8:00PM-10:00PM,,,,,,,,,,,782,40.607508,-73.962768,47,44,kosher_logo.png, 646- 229-1126,11223,,,,,,,,,NY,,1002 Quentin Rd,0,Aishel Shabbat,
17,64,Woodhaven,,David Tinsley,Sat: 10:00AM-11:00AM,,,,,,,,,,,477,40.690358,-73.861727,27,44,58ab4127e452b_pantry_logo2.png,718-847-4229,11421,,,,,,,,,NY,,86-74 80th Street,0,All Nations Baptist Church of Woodhaven,
18,64,Brooklyn,,Lillie Stewart,Sat: 10:00AM-11:00PM,,,,,,,,,,,290,40.6928369,-73.94584,27,44,58ab4127e452b_pantry_logo2.png,718-782-3703,11206,,,,,,,,,NY,,182 Tompkins Avenue,0,"All People's Church Apostolic Faith, Inc.",
19,64,Jamaica,,Marjorie Sanders,Thu: 11:00AM-1:00PM,,,,,,,,,,,101,40.698315,-73.786637,27,44,58ab4127e452b_pantry_logo2.png,718-526-3510,11433,,,,,,,,,NY,,111-54 Merrick Blvd,0,Allen Outreach Ministry Feeding Program,
20,65,Jamaica,,Marjorie Sanders,Mon: 11:00AM-1:00PM|-      -|Thu: 11:00AM-1:00PM,,,,,,,,,,,655,40.698315,-73.786637,28,44,58ab42aa3f633_kitchen.png,718-526-3510,11433,,,,,,,,,NY,,111-54 Merrick Blvd,0,Allen Outreach Ministry Feeding Program,
21,64,Brooklyn,,Rev. L. St. Juste,Sat: 12:30PM-2:00PM,,,,,,,,,,,181,40.6260559,-73.940449,27,44,58ab4127e452b_pantry_logo2.png,347-679-3861,11210,,,,,,,,,NY,,1799 Flatbush Avenue,0,Ammi Evangelical Baptist Church,
22,64,Manhattan,,Peggy Allen,Sat: 7:30AM-11:00AM,,,,,,,,,,,448,40.806471,-73.944402,27,44,58ab4127e452b_pantry_logo2.png,917-974-8261,10024,,,,,,,,,NY,,41 West 124th Street,0,Antioch Outreach,
23,66,Manhattan,,,Tue:  4:30-5:30PM \nThu: 2:30PM-5:30PM,,,,,,,,,,,739,40.7186549,-74.0023294,46,44,snap_logo.png,646-744-0993,10013,,,,,,,,,NY,,400 Broadway ,0,APICHA,
24,64,Brooklyn,,Reverend Jean Subtyl,Sat: 1:00PM-3:00PM,,,,,,,,,,,245,40.651136,-73.941699,27,44,58ab4127e452b_pantry_logo2.png,718-669-0739,11203,,,,,,,,,NY,,3808 Church Avenue,0,Apostolic Assembly of Jesus Christ,
25,66,Queens,,,Wed:  9:00AM-5:00PM ,,,,,,,,,,,744,40.7550912,-73.9322804,46,44,snap_logo.png,718-937-8000,10001,,,,,,,,,NY,,37-10 30th Street,0,Arab American Family Support Center-LIC,
26,64,Manhattan,,Father Edwin Chinery,Sat: 8:30AM-9:00AM,,,,,,,,,,,67,40.7342549,-73.995661,27,44,58ab4127e452b_pantry_logo2.png,212-254-8620-ext.18,10011,,,,,,,,,NY,,12 West 11th Street,0,Ascension Outreach Inc.,
27,64,Bronx,,Barbara Evans,Thu: 2:00PM-3:00PM,,,,,,,,,,,13,40.8768409,-73.862812,27,44,58ab4127e452b_pantry_logo2.png,718-231-3400,10467,,,,,,,,,NY,,750 Tilden Street,0,Astor Child Guidance Center,
28,64,East Elmhurst,,Jeremy Reinstein,Thu: 9:00AM-10:00AM,,,,,,,,,,,392,40.761625,-73.881732,27,44,58ab4127e452b_pantry_logo2.png,718-639-6074,11369,,,,,,,,,NY,,30-61 87th Street,0,Atonement Lutheran Church,
29,64,Manhattan,,Lauren Estby,Wed: 12:00PM-1:30PM|-      -|Fri: 12:00PM-1:30PM,,,,,,,,,,,365,40.802731,-73.940556,27,44,58ab4127e452b_pantry_logo2.png,212-633-2500,10035,,,,,,,,,NY,,1751 Park Avenue,0,Bailey House Inc. Adult & Family,
30,64,Brooklyn,,Sister Lucille Aliperti,Sat: 10:30AM-12:00PM,,,,,,,,,,,395,40.6389009,-74.015148,27,44,58ab4127e452b_pantry_logo2.png,347-603-3738,11220,,,,,,,,,NY,,545 60th Street,0,Basilica of Our Lady of Perpetual Help,
31,64,Brooklyn,,Sheryl Boyce,Thu: 10:00AM-1:00PM,,,,,,,,,,,523,40.632736,-73.888385,27,44,58ab4127e452b_pantry_logo2.png,347-216-5909,11236,,,,,,,,,NY,,2085 Rockaway Parkway,0,Bay View Houses Resident Association,
32,66,Brooklyn ,,,Mon - Fri  9AM-4:30PM,,,,,,,,,,,731,40.6784836,-73.9178324,46,44,snap_logo.png,718-773-3551 ext. 112,11233,,,,,,,,,NY,,2010 Fulton St,0,Bed-Stuy Campaign Against Hunger,
33,64,Brooklyn,,Bernice Layne,Thu: 1:00PM-2:00PM,,,,,,,,,,,459,40.676811,-73.949517,27,44,58ab4127e452b_pantry_logo2.png,718-467-0740,11216,,,,,,,,,NY,,1200 Dean Street,0,Bedford Central Presbyterian Church,
34,64,Brooklyn,,Rena Mikhaylova,Tue: 10:00AM-4:00PM,,,,,,,,,,,314,40.6024689,-73.996825,27,44,58ab4127e452b_pantry_logo2.png,718-333-1834,11214,,,,,,,,,NY,,8635 21st Avenue,0,Bensonhurst Council Jewish Org.,
35,67,Brooklyn,,Rena Mikhaylova,Tue: 10:00AM-4:00PM,,,,,,,,,,,776,40.6024689,-73.996825,47,44,kosher_logo.png,718-333-1834,11214,,,,,,,,,NY,,8635 21st Avenue,0,Bensonhurst Council Jewish Org.,
36,64,Hollis,,Yvose Cruz,Wed: 7:30AM-12:00PM,,,,,,,,,,,216,40.712169,-73.768369,27,44,58ab4127e452b_pantry_logo2.png,347-484-0913,11423,,,,,,,,,NY,,91-19 191st Street,0,Beraca SDA Church,
37,64,Manhattan,,Joan Williams,Tue: 1:00PM-3:30PM|-      -|Thu: 3:30PM-6:00PM,,,,,,,,,,,166,40.8022589,-73.943228,27,44,58ab4127e452b_pantry_logo2.png,646-215-6175,10035,,,,,,,,,NY,,1832 Madison Avenue,0,Beth Hark Christian Counseling Center,
38,65,Manhattan,,Ebony Strachan,Wed: 12:00PM-2:00PM|-      -|Thu: 12:00PM-2:00PM,,,,,,,,,,,672,40.8022589,-73.943228,28,44,58ab42aa3f633_kitchen.png,212-860-1520,10035,,,,,,,,,NY,,1832 Madison Avenue,0,Beth Hark Christian Counseling Center,
39,64,Jamaica,,Doris Taylor,Tue: 11:00AM-1:00PM,,,,,,,,,,,270,40.692919,-73.785165,27,44,58ab4127e452b_pantry_logo2.png,516-220-5972,11433,,,,,,,,,NY,,157-11 111th Avenue,0,Bethany Baptist Church of Jamaica,
40,65,Jamaica,,Doris Taylor,Wed: 12:00PM-3:00PM,,,,,,,,,,,649,40.692919,-73.785165,28,44,58ab42aa3f633_kitchen.png,718-659-6099,11433,,,,,,,,,NY,,157-11 111th Avenue,0,Bethany Baptist Church of Jamaica,
41,64,Brooklyn,,Sheena Shaw,Thu: 11:00AM-1:00PM,,,,,,,,,,,39,40.699348,-73.926395,27,44,58ab4127e452b_pantry_logo2.png,718-574-6300,11221,,,,,,,,,NY,,164 Suydam Street,0,Bethany House,
42,65,Brooklyn,,Vera Burnett,Tue: 12:30PM-2:30PM,,,,,,,,,,,634,40.670949,-73.938253,28,44,58ab42aa3f633_kitchen.png,718-774-6753,11213,,,,,,,,,NY,,1208 St Johns Place,0,Bethany United Methodist Church,
43,64,Manhattan,,McKinley Smith Jr.,Thu: 9:30AM-11:30AM,,,,,,,,,,,235,40.811494,-73.94062,27,44,58ab4127e452b_pantry_logo2.png,646-406-1359,10037,,,,,,,,,NY,,50-60 West 132nd  Street,0,Bethel AME Church,
44,64,Arverne,,Artie Crawford,Thu: 11:00AM-1:00PM,,,,,,,,,,,338,40.5886429,-73.804395,27,44,58ab4127e452b_pantry_logo2.png,917-548-7866,11692,,,,,,,,,NY,,215 Beach 77th  Street,0,Bethel AME Church,
45,64,Brooklyn,,Shawn Monestine,Tue: 7:00PM-8:30PM|-      -|Fri: 7:00PM-8:30PM,,,,,,,,,,,402,40.685827,-73.944453,27,44,58ab4127e452b_pantry_logo2.png,347-731-6824,11216,,,,,,,,,NY,,344 Tompkins Avenue,0,Bethel Community Outreach,
46,64,Jamaica,,Currin Willson,Wed: 11:00AM-12:00PM,,,,,,,,,,,155,40.696798,-73.791411,27,44,58ab4127e452b_pantry_logo2.png,718-454-2950,11433,,,,,,,,,NY,,110-25 Guy R Brewer Blvd,0,Bethel Gospel Tabernacle Church,
47,65,Jamaica,,Currin Wilson,Tue: 12:00PM-2:00PM|-      -|Fri: 12:00PM-2:00PM,,,,,,,,,,,611,40.696798,-73.791411,28,44,58ab42aa3f633_kitchen.png,718-291-2676,11433,,,,,,,,,NY,,110-25 Guy R Brewer Blvd,0,Bethel Gospel Tabernacle Church,
48,65,Manhattan,,Gloria Jones,Tue: 12:00PM-2:00PM,,,,,,,,,,,632,40.831493,-73.941108,28,44,58ab42aa3f633_kitchen.png,646-316-6138,10032,,,,,,,,,NY,,922 St Nicholas Avenue,0,Bethel Holy Church,
49,64,Bronx,,Ebenezer Ardwark,Sat: 9:00AM-1:00PM,,,,,,,,,,,255,40.8479359,-73.895501,27,44,58ab4127e452b_pantry_logo2.png,646-228-4510,10457,,,,,,,,,NY,,4262 Third Avenue,0,Bethel Prayer Ministries,
50,64,Brooklyn,,Olga Manns,Wed: 3:00PM-5:00PM,,,,,,,,,,,337,40.6818379,-73.961461,27,44,58ab4127e452b_pantry_logo2.png,718-450-1842,11238,,,,,,,,,NY,,457 Grand Avenue,0,Bethel Seventh-Day Adventist Church,
51,65,Brooklyn,,Olga Manns,Sun: 1:00PM-2:00PM,,,,,,,,,,,654,40.6818379,-73.961461,28,44,58ab42aa3f633_kitchen.png,718-783-3630,11238,,,,,,,,,NY,,457 Grand Avenue,0,Bethel Seventh-Day Adventist Church,
52,64,Jamaica,,Brenda  Baker,Wed: 7:30AM-10:00AM,,,,,,,,,,,303,40.708309,-73.781364,27,44,58ab4127e452b_pantry_logo2.png,917-365-7770,11432,,,,,,,,,NY,,179-09 Jamaica Avenue,0,Bethesda Missionary Baptist Church,
53,65,Jamaica,,Brenda Baker,Mon: 12:00PM-1:30PM|-      -|Thu: 12:00PM-1:30PM,,,,,,,,,,,622,40.708309,-73.781364,28,44,58ab42aa3f633_kitchen.png,917-365-7770,11432,,,,,,,,,NY,,179-09 Jamaica Avenue,0,Bethesda Missionary Baptist Church,
54,64,Queens Village,,Sister Kathy Hickey,Mon: 10:00AM-4:00PM|-      -|Tue: 10:00AM-4:00PM|-      -|Wed: 10:00AM-4:00PM,,,,,,,,,,,324,40.723464,-73.736682,27,44,58ab4127e452b_pantry_logo2.png,718-479-0924,11428,,,,,,,,,NY,,92-96 220th Street,0,BFFY - Our Lady of Lourdes Outreach,
55,64,Brooklyn,,William Felix McKinney,Wed: 1:00PM-3:00PM,,,,,,,,,,,132,40.670667,-73.932986,27,44,58ab4127e452b_pantry_logo2.png,(718)467-4040,11213,,,,,,,,,NY,,1368 St Johns Place,0,Bible Faith Tabernacle,
56,64,Staten Island,,Elysa Kaufman ,Wed: 8:00PM-9:00PM,,,,,,,,,,,300,40.5992299,-74.13087,27,44,58ab4127e452b_pantry_logo2.png,646-251-2378 ,10314,,,,,,,,,NY,,46 Birchand Avenue,0,Bikur Cholim of Staten Island,
57,67,Staten Island,,Elysa Kaufman ,Wed: 8:00PM-9:00PM,,,,,,,,,,,774,40.5992299,-74.13087,47,44,kosher_logo.png,646-251-2378 ,10314,,,,,,,,,NY,,46 Birchand Avenue,0,Bikur Cholim of Staten Island,
58,64,Bronx,,Lisa Annor,Tue: 11:00AM-12:45PM|-      -|Wed: 11:00AM-12:45PM,,,,,,,,,,,19,40.877389,-73.829476,27,44,58ab4127e452b_pantry_logo2.png,718-320-8035,10475,,,,,,,,,NY,,177 Dreiser Loop,0,Black Forum of Coop City Inc,
59,64,Brooklyn,,Frank  Farmer,Fri: 10:00AM-11:00AM,,,,,,,,,,,266,40.6946689,-73.942547,27,44,58ab4127e452b_pantry_logo2.png,718-852-6004 ext.411,11206,,,,,,,,,NY,,665 Willoughby Avenue,0,Black Veterans for Social Justice,
60,64,Jamaica,,Doris Hill,Tue: 9:00AM-9:45AM,,,,,,,,,,,347,40.7017639,-73.808879,27,44,58ab4127e452b_pantry_logo2.png,718-658-2458,11435,,,,,,,,,NY,347,109-74 Sutphin Boulevard,0,Blanche Memorial Church,
61,64,Brooklyn,,Celeste Guitierrez,Wed: 11:30AM-12:30PM,,,,,,,,,,,158,40.6837549,-73.874301,27,44,58ab4127e452b_pantry_logo2.png,718-827-1200,11208,,,,,,,,,NY,,198 Euclid Avenue,0,Blessed Sacrament Church,
62,64,Woodside,,Lourdes LaPolla,Thu: 9:30AM-12:00PM,,,,,,,,,,,387,40.73847,-73.901214,27,44,58ab4127e452b_pantry_logo2.png,718-672-4848,11377,,,,,,,,,NY,,70-31 48th Avenue,0,Blessed Virgin Mary St. Mary's Winfield,
63,64,Brooklyn,,Ms. Chana Anne Zagorski,Mon: 10:00AM-4:00PM|-      -|Tue: 10:00AM-4:00PM|-      -|Wed: 10:00AM-6:00PM|-      -|Thu: 10:00AM-6:00PM|-      -|Fri: 10:00AM-1:00PM,,,,,,,,,,,424,40.6103779,-73.973282,27,44,58ab4127e452b_pantry_logo2.png,718-951-2302,11234,,,,,,,,,NY,,3846 Flatlands Avenue,0,Bnai Raphael Chesed Organization,
64,67,Brooklyn,,Ms. Chana Anne Zagorski,Mon: 10:00AM-4:00PM Tue: 10:00AM-4:00PM Wed: 10:00AM-6:00PM Thu: 10:00AM-6:00PM Fri: 10:00AM-1:00PM,,,,,,,,,,,783,40.6103779,-73.973282,47,44,kosher_logo.png,718-951-2302,11234,,,,,,,,,NY,,3846 Flatlands Avenue,0,Bnai Raphael Chesed Organization,
65,64,Bronx,,Keith Johnson,Mon: 9:30AM-4:00PM|-      -|Tue: 9:30AM-4:00PM|-      -|Wed: 9:30AM-4:00PM|-      -|Thu: 9:30AM-4:00PM|-      -|Fri: 9:30AM-4:00PM,,,,,,,,,,,187,40.859374,-73.887,27,44,58ab4127e452b_pantry_logo2.png,718-295-5606 ext 482,10458,,,,,,,,,NY,,540 East Fordham Road,0,Boom! Health,
66,65,Manhattan,,Megan Stoll,Sun: 8:00AM-9:00AM|-      -|Sun: 1:00PM-1:30PM,,,,,,,,,,,584,40.722068,-73.993319,28,44,58ab42aa3f633_kitchen.png,212-674-3456 ext 110,10002,,,,,,,,,NY,,227 Bowery,0,Bowery Mission,
67,63,Manhattan,,Kim Fong,Mon: 8:00AM-10:30AM|-      -|Mon: 12:00PM-1:00PM|-      -|Mon: 2:00PM-3:30PM|-      -|Tue: 8:00AM-10:30AM|-      -|Tue: 12:00PM-1:00PM|-      -|Tue: 2:00PM-3:30PM|-      -|Wed: 8:00AM-10:30AM|-      -|Wed: 12:00PM-1:00PM|-      -|Wed: 2:00PM-3:30PM|-      -|Thu: 8:00AM-10:30AM|-      -|Thu: 12:00PM-1:00PM|-      -|Thu: 2:00PM-3:30PM|-      -|Fri: 8:00AM-10:30AM|-      -|Fri: 12:00PM-1:00PM|-      -|Fri: 2:00PM-3:00PM,,,,,,,,,,,3,40.719881,-73.992188,24,44,58ab38bc2da61_senior_logo.png,212-533-2020,10002,,,,,,,,,NY,,30 Delancey Street,0,BRC Homeless Senior Services,
68,65,Manhattan,,Andrew Apicella,Sun: 6:30AM-8:00AM|-      -|Sun: 12:00PM-1:00PM|-      -|Sun: 5:00PM-7:00PM|-      -|Mon: 6:30AM-8:30AM|-      -|Mon: 12:00PM-1:00PM|-      -|Mon: 5:00PM-7:00PM|-      -|Tue: 6:30AM-8:00AM|-      -|Tue: 12:00PM-1:00PM|-      -|Tue: 5:00PM-7:00PM|-      -|Wed: 6:30AM-8:00AM|-      -|Wed: 12:00PM-1:00PM|-      -|Wed: 5:00PM-7:00PM|-      -|Thu: 6:30AM-8:00AM|-      -|Thu: 12:00PM-1:00PM|-      -|Thu: 5:00PM-7:00PM|-      -|Fri: 6:30AM-8:00AM|-      -|Fri: 12:00PM-1:00PM|-      -|Fri: 5:00PM-7:00PM|-      -|Sat: 6:30AM-8:00AM|-      -|Sat: 12:00PM-1:00PM|-      -|Sat: 5:00PM-7:00PM,,,,,,,,,,,585,40.7447469,-73.99314,28,44,58ab42aa3f633_kitchen.png,212-533-5656,10001,,,,,,,,,NY,,127 W 25th St,0,BRC Project Rescue,
69,65,Brooklyn,,Irene Evans,Wed: 11:00AM-1:30PM,,,,,,,,,,,623,40.6850489,-73.932424,28,44,58ab42aa3f633_kitchen.png,718-452-3936,11221,,,,,,,,,NY,623,277 Stuyvesant Avenue,0,Bridge Street Missionary Feeding Program,
70,64,Bronx,,Cheryl Ware,Fri: 12:00AM-12:00AM,,,,,,,,,,,175,40.817214,-73.887152,27,44,58ab4127e452b_pantry_logo2.png,347-653-6839,10474,,,,,,,,,NY,,812 Faile Street,0,Bright Temple AME Church,
71,65,Manhattan,,Michael B. Ennes,Mon: 12:30PM-2:00PM|-      -|Wed: 12:30PM-2:00PM,,,,,,,,,,,618,40.80682,-73.965035,28,44,58ab42aa3f633_kitchen.png,212-864-6100 ext.123,10025,,,,,,,,,NY,,601 West 114th Street,0,Broadway Community Inc.,
72,64,Bronx,,Doreen Rutty,Wed: 9:00AM-11:00AM|-      -|Thu: 3:00PM-6:00PM,,,,,,,,,,,441,40.886777,-73.852102,27,44,58ab4127e452b_pantry_logo2.png,718-619-3480,10466,,,,,,,,,NY,,964 East 227 Street,0,Bronx Bethany Community Corporation,
73,64,Bronx,,Merrawattie Persaud,Sat: 8:00AM-9:00AM,,,,,,,,,,,371,40.848019,-73.899356,27,44,58ab4127e452b_pantry_logo2.png,347-200-4936,10457,,,,,,,,,NY,,4221 Park Avenue,0,Bronx Full Gospel Tabernacle Inc.,
74,64,Bronx,,Monica Browne,Thu: 2:00PM-5:00PM,,,,,,,,,,,14,40.8421159,-73.900863,27,44,58ab4127e452b_pantry_logo2.png,718-299-0220,10457,,,,,,,,,NY,,1695 Washington Avenue,0,Bronx SDA Church,
75,64,Bronx,,Mr. Lloyd Gilkes,Tue: 12:00PM-1:00PM|-      -|Wed: 8:00AM-1:00PM|-      -|Thu: 12:00PM-1:00PM,,,,,,,,,,,15,40.814875,-73.918735,27,44,58ab4127e452b_pantry_logo2.png,347-869-0068,10455,,,,,,,,,NY,,495 Willis Avenue,0,Bronx Temple SDA Community Services,
76,64,Bronx,,Maria Rivera,Fri: 9:00AM-3:00PM,,,,,,,,,,,470,40.8519429,-73.916777,27,44,58ab4127e452b_pantry_logo2.png,718-299-0301,10453,,,,,,,,,NY,470,200 West Tremont Avenue,0,BronxWorks Heights Senior Center,
77,63,Manhattan,,Linda Tomoney-Hill,Mon: 8:30AM-9:30AM|-      -|Mon: 12:00PM-1:00PM|-      -|Tue: 8:30AM-9:30AM|-      -|Tue: 12:00PM-1:00PM|-      -|Wed: 8:30AM-9:30AM|-      -|Wed: 12:00PM-1:00PM|-      -|Thu: 8:30AM-9:30AM|-      -|Thu: 12:00PM-1:00PM|-      -|Fri: 8:30AM-9:30AM|-      -|Fri: 12:00PM-1:00PM,,,,,,,,,,,8,40.855065,-73.904186,24,44,58ab38bc2da61_senior_logo.png,718-933-5300,10001,,,,,,,,,NY,,80 East 181st Street,0,BronxWorks-Morris Senior Center,
78,64,Bronx,,Rosalina Luongo,Fri: 1:30PM-2:00PM,,,,,,,,,,,413,40.855065,-73.904186,27,44,58ab4127e452b_pantry_logo2.png,718-933-5300,10453,,,,,,,,,NY,,80 East 181st Street,0,BronxWorks-Morris Senior Center,
79,64,Brooklyn,,Barbara Joseph,Thu: 2:00PM-4:00PM|-      -|Fri: 1:00PM-4:00PM,,,,,,,,,,,264,40.6524319,-73.925353,27,44,58ab4127e452b_pantry_logo2.png,347-691-0293,11203,,,,,,,,,NY,,5518 Church Avenue,0,Brooklyn Faith SDA Church,
80,65,Brooklyn,,Barbara Joseph,Fri: 1:00PM-4:00PM,,,,,,,,,,,695,40.6524319,-73.925353,28,44,58ab42aa3f633_kitchen.png,347-691-0293,11203,,,,,,,,,NY,,5518 Church Avenue,0,Brooklyn Faith SDA Church,
81,64,Brooklyn,,Rev. Devanie Jackson,Tue: 11:00AM-1:00PM|-      -|Wed: 11:00AM-1:00PM,,,,,,,,,,,403,40.688721,-73.928955,27,44,58ab4127e452b_pantry_logo2.png,917-426-3001,11221,,,,,,,,,NY,,919 Gates Avenue,0,Brooklyn Rescue Mission Urban Harvest,
82,64,Jamaica,,Vivian Foxworth ,Thu: 4:30PM-6:00PM|-      -|Sat: 10:00AM-12:00PM,,,,,,,,,,,389,40.688971,-73.802374,27,44,58ab4127e452b_pantry_logo2.png,718-658-8822,11435,,,,,,,,,NY,,143-22 109th Avenue,0,Brooks Memorial UMC,
83,64,Brooklyn,,Carmine Straker,Sun: 11:00AM-1:00PM,,,,,,,,,,,214,40.6597739,-73.922255,27,44,58ab4127e452b_pantry_logo2.png,718-345-3689,11212,,,,,,,,,NY,,1085 Clarkson Avenue,0,Brownsville SDA Temple,
84,64,Manhattan,,Dennisse Pizarro,Tue: 9:30AM-12:30PM,,,,,,,,,,,357,40.7133579,-73.990744,27,44,58ab4127e452b_pantry_logo2.png,212-791-4590 ext. 102,10002,,,,,,,,,NY,,139 Henry Street,0,Cabrini Immigrant Services,
85,65,Brooklyn,,Pat Valdes,Tue: 12:30PM-2:00PM,,,,,,,,,,,673,40.678386,-73.927222,28,44,58ab42aa3f633_kitchen.png,646-226-5297,11233,,,,,,,,,NY,,790 Herkimer Street,0,Calvary AME Church,
86,64,Jamaica,,Elroy Jones,Wed: 10:00AM-12:00PM|-      -|Thu: 11:30AM-1:30PM,,,,,,,,,,,102,40.698101,-73.787426,27,44,58ab4127e452b_pantry_logo2.png,718-297-2301,11433,,,,,,,,,NY,,111-10 Guy R Brewer Boulevard,0,Calvary Baptist Church,
87,64,Brooklyn,,Pastor Mary Allen,Thu: 12:00PM-1:00PM,,,,,,,,,,,40,40.677036,-73.903265,27,44,58ab4127e452b_pantry_logo2.png,973-951-8231,11207,,,,,,,,,NY,,1520-30 Herkimer Street,0,Calvary Free Will Baptist Church,
88,64,Brooklyn,,Pearl Sylvan,Thu: 11:00AM-1:00PM,,,,,,,,,,,50,40.6544219,-73.96113,27,44,58ab4127e452b_pantry_logo2.png,718-859-7491,11226,,,,,,,,,NY,,151 Woodruff Avenue,0,Calvary Pentecostal Church,
